,speed,x,y,heading,time
0,0.0,76.52527002967358,393.2519643916914,87.20729763428922,0.0
1,0.0598,76.52664380407138,393.25203140507665,85.29442283868207,0.115
2,0.1196,76.52939135286698,393.2521654318472,85.29632008697227,0.23
3,0.1794,76.53351267606027,393.25236647200296,85.2991659601127,0.34500000000000003
4,0.2392,76.53900777365148,393.25263452554395,85.30296045892794,0.46
5,0.299,76.54587664564048,393.25296959247027,85.30770358448054,0.5750000000000001
6,0.3588,76.55411929202717,393.2533716727818,85.31339533803994,0.6900000000000001
7,0.4186,76.56373571281166,393.2538407664786,85.32003572104303,0.805
8,0.47840000000000005,76.57472590799406,393.25437687356066,85.32762473505156,0.92
9,0.5382,76.58708987757416,393.254979994028,85.33616238168852,1.0350000000000001
10,0.598,76.60082762155206,393.2556501278806,85.34564866258644,1.1500000000000001
11,0.6577999999999999,76.61593913992775,393.2563872751184,85.35608357930818,1.2650000000000001
12,0.7175999999999999,76.63242443270124,393.2571914357415,85.36746713327481,1.3800000000000001
13,0.7773999999999999,76.65028349987264,393.25806260974986,85.3797993256771,1.495
14,0.8371999999999998,76.66951634144164,393.25900079714347,85.39308015738145,1.61
15,0.8969999999999998,76.69012295740852,393.26000599792235,85.40730962883137,1.725
16,0.9567999999999998,76.71210334777322,393.2610782120865,85.42248773993522,1.84
17,1.0165999999999997,76.73545751253572,393.2622174396359,85.43861448994997,1.955
18,1.0763999999999998,76.7601854516959,393.2634236805705,85.45568987735852,2.0700000000000003
19,1.1361999999999999,76.78628716525401,393.2646969348904,85.47371389973317,2.1850000000000005
20,1.196,76.81376265320979,393.2660372025956,85.49268655359789,2.3000000000000007
21,1.2558,76.8426119155635,393.267444483686,85.51260783428218,2.415000000000001
22,1.3156,76.87283495231488,393.26891877816166,85.53347773575753,2.530000000000001
23,1.3754000000000002,76.90443176346406,393.27046008602264,85.55529625048247,2.6450000000000014
24,1.4352000000000003,76.93740234901105,393.2720684072688,85.58022065415524,2.7600000000000016
25,1.4950000000000003,76.97174670895596,393.27374374190026,85.6063994117487,2.8750000000000018
26,1.5548000000000004,77.00746484329855,393.27548608991697,85.63362517819935,2.990000000000002
27,1.4513000000000005,77.04080529118336,393.2771124532284,85.6590384376945,3.105000000000002
28,1.3478000000000006,77.07176805261061,393.27862283183464,85.68263921037756,3.2200000000000024
29,1.2443000000000006,77.10035352658672,393.2800038426803,85.70457949499642,3.3350000000000026
30,1.1408000000000007,77.12659052741218,393.28028902747184,85.7358345840844,3.450000000000003
31,1.0373000000000008,77.15044715517882,393.2805483386432,85.76425435934961,3.565000000000003
