actor_type,sumo_id,velocity,travelled_distance,throttle,steer,brake,acceleration,acc_x,acc_y,loc_x,loc_y,heading,time_step,time
vehicle.mercedes.coupe_2020,vehicle0,14.852734565734863,21.05566814585496,0.0,0.0,0.20000000298023224,1.174696247968293,-1.1746779680252075,0.00655335234478116,-406.1438903808594,30.41414451599121,0.07142950594425201,0.023000000044703484,22.83900004439056
vehicle.audi.a2,vehicle1,3.4088571071624756,5.581523254819581,1.0,0.0,0.0,1.2405126095492927,1.2405126094818115,1.2939182852278464e-05,-421.50640869140625,26.899982452392578,0.000579464656766504,0.023000000044703484,22.862000044435263
vehicle.tesla.model3,vehicle2,18.08734130859375,25.530403244973016,1.0,0.0,0.0,6.253781349430599,6.253781318664551,-0.0006203291704878211,-422.35968017578125,37.399566650390625,-0.002197265625,0.023000000044703484,22.885000044479966
vehicle.audi.etron,vehicle3,15.714664459228516,23.572296686778166,1.0,0.0,0.0,4.98759222265623,-4.9875922203063965,0.00015310132585000247,-319.28131103515625,5.401802062988281,179.99746704101562,0.023000000044703484,22.90800004452467
vehicle.tesla.cybertruck,vehicle4,16.968690872192383,25.068940629062975,1.0,0.0,0.0,5.913858960668245,-5.913858890533447,-0.0009107879013754427,-338.0632629394531,13.00275993347168,-179.99636840820312,0.023000000044703484,22.931000044569373
vehicle.dodge.charger_police,vehicle5,15.198826789855957,23.45052879644581,1.0,0.0,0.0,4.4701982402789415,-4.4701619148254395,-0.018021171912550926,-367.9916687011719,16.029356002807617,-179.7784881591797,0.023000000044703484,22.954000044614077
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,22.97700004465878
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,23.000000044703484
vehicle.mercedes.coupe_2020,vehicle0,14.823867797851562,21.396617105868224,0.0,0.0,0.20000000298023224,1.2550884437437122,-1.2550768852233887,0.0053864456713199615,-405.80291748046875,30.414554595947266,0.07158638536930084,0.023000000044703484,23.023000044748187
vehicle.audi.a2,vehicle1,3.4480323791503906,5.660827999694179,1.0,0.0,0.0,1.703272700419362,1.7032727003097534,1.9323202650411986e-05,-421.4273986816406,26.899982452392578,0.0005820253281854093,0.023000000044703484,23.04600004479289
vehicle.tesla.model3,vehicle2,18.231040954589844,25.949717187743573,1.0,0.0,0.0,6.247810395465247,6.247810363769531,-0.0006293311016634107,-421.94146728515625,37.39955520629883,-0.002197265625,0.023000000044703484,23.069000044837594
vehicle.audi.etron,vehicle3,15.828666687011719,23.936356021287033,1.0,0.0,0.0,4.958235742196643,-4.958235740661621,0.0001233774673892185,-319.64453125,5.40181827545166,179.99746704101562,0.023000000044703484,23.092000044882298
vehicle.tesla.cybertruck,vehicle4,17.104585647583008,25.46234609972202,1.0,0.0,0.0,5.908468316322871,-5.908468246459961,-0.0009086063946597278,-338.45556640625,13.00273609161377,-179.99632263183594,0.023000000044703484,23.115000044927
vehicle.dodge.charger_police,vehicle5,15.301241874694824,23.802457360247807,1.0,0.0,0.0,4.452782090506818,-4.452746868133545,-0.017710840329527855,-368.3428039550781,16.027992248535156,-179.77867126464844,0.023000000044703484,23.138000044971704
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,23.161000045016408
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,23.18400004506111
vehicle.mercedes.coupe_2020,vehicle0,14.958479881286621,21.74066214380651,0.0,0.0,0.20000000298023224,5.852672162676584,5.852657794952393,0.01296838279813528,-405.4598083496094,30.41497039794922,0.0718872994184494,0.023000000044703484,23.207000045105815
vehicle.audi.a2,vehicle1,3.4995291233062744,5.741317169686665,1.0,0.0,0.0,2.2389888765757724,2.2389888763427734,3.230113725294359e-05,-421.3472595214844,26.899982452392578,0.0005854002665728331,0.023000000044703484,23.23000004515052
vehicle.tesla.model3,vehicle2,18.374601364135742,26.372333019940104,1.0,0.0,0.0,6.241756948849973,6.241756916046143,-0.000639927398879081,-421.51995849609375,37.399539947509766,-0.0022583005484193563,0.023000000044703484,23.253000045195222
vehicle.audi.etron,vehicle3,15.941994667053223,24.30302189934192,1.0,0.0,0.0,4.9286303535485825,-4.928630352020264,0.0001227397151524201,-320.0103454589844,5.401834487915039,179.99746704101562,0.023000000044703484,23.276000045239925
vehicle.tesla.cybertruck,vehicle4,17.240190505981445,25.85887048213029,1.0,0.0,0.0,5.896360946281963,-5.896360874176025,-0.0009221308282576501,-338.8510437011719,13.00271224975586,-179.9962921142578,0.023000000044703484,23.29900004528463
vehicle.dodge.charger_police,vehicle5,15.403326034545898,24.156733859730945,1.0,0.0,0.0,4.438434423029398,-4.4384002685546875,-0.01741216890513897,-368.6962890625,16.02661895751953,-179.7788543701172,0.023000000044703484,23.322000045329332
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,23.345000045374036
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,23.36800004541874
vehicle.mercedes.coupe_2020,vehicle0,15.042095184326172,22.086630333718446,0.0,0.0,0.20000000298023224,3.6354620122039054,3.6354479789733887,0.010101205669343472,-405.1144104003906,30.41539192199707,0.07231710851192474,0.023000000044703484,23.391000045463443
vehicle.audi.a2,vehicle1,3.5611178874969482,5.823222881258289,1.0,0.0,0.0,2.677772283836723,2.677772283554077,3.8906600821064785e-05,-421.26568603515625,26.899982452392578,0.00058967643417418,0.023000000044703484,23.414000045508146
vehicle.tesla.model3,vehicle2,18.51801872253418,26.79824745138621,1.0,0.0,0.0,6.235537085482497,6.235537052154541,-0.0006446979241445661,-421.09515380859375,37.3995246887207,-0.0022583005484193563,0.023000000044703484,23.43700004555285
vehicle.audi.etron,vehicle3,16.054649353027344,24.67227883517925,1.0,0.0,0.0,4.898941994763576,-4.898941993713379,0.00010143823601538315,-320.37872314453125,5.401851177215576,179.99746704101562,0.023000000044703484,23.460000045597553
vehicle.tesla.cybertruck,vehicle4,17.375333786010742,26.258503159985274,1.0,0.0,0.0,5.87861446419793,-5.87861442565918,-0.000673133647069335,-339.2496337890625,13.002685546875,-179.99624633789062,0.023000000044703484,23.483000045642257
vehicle.dodge.charger_police,vehicle5,15.505134582519531,24.513351955822028,1.0,0.0,0.0,4.426449751620459,-4.426416873931885,-0.0170605331659317,-369.0520935058594,16.025238037109375,-179.77903747558594,0.023000000044703484,23.50600004568696
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,23.529000045731664
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,23.552000045776367
vehicle.mercedes.coupe_2020,vehicle0,15.091952323913574,22.43374523784312,0.0,0.0,0.20000000298023224,2.1677175277295477,2.1677017211914062,0.008278162218630314,-404.76763916015625,30.41581916809082,0.0727655217051506,0.023000000044703484,23.57500004582107
vehicle.audi.a2,vehicle1,3.630608320236206,5.906726872786022,1.0,0.0,0.0,3.0213232043720186,3.0213232040405273,4.4755837734555826e-05,-421.1826171875,26.899982452392578,0.0005947803729213774,0.023000000044703484,23.598000045865774
vehicle.tesla.model3,vehicle2,18.661298751831055,27.22745732351255,1.0,0.0,0.0,6.229566608763485,6.22956657409668,-0.0006572049460373819,-420.6670227050781,37.39950942993164,-0.0023193357046693563,0.023000000044703484,23.621000045910478
vehicle.audi.etron,vehicle3,16.166624069213867,25.044111189493872,1.0,0.0,0.0,4.869129181840052,-4.869129180908203,9.52606278588064e-05,-320.74969482421875,5.401867389678955,179.9974822998047,0.023000000044703484,23.64400004595518
vehicle.tesla.cybertruck,vehicle4,17.51028823852539,26.66123979025413,1.0,0.0,0.0,5.870072892886717,-5.870072841644287,-0.000775624648667872,-339.65142822265625,13.002659797668457,-179.99623107910156,0.023000000044703484,23.667000045999885
vehicle.dodge.charger_police,vehicle5,15.606698036193848,24.87230601135216,1.0,0.0,0.0,4.415791758464009,-4.4157609939575195,-0.016483275219798088,-369.4102783203125,16.023845672607422,-179.77923583984375,0.023000000044703484,23.690000046044588
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,23.71300004608929
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,23.736000046133995
vehicle.mercedes.coupe_2020,vehicle0,15.115313529968262,22.781397449708095,0.0,0.0,0.20000000298023224,1.0157271827876082,1.01570463180542,0.006768366321921349,-404.4201354980469,30.41625213623047,0.07316723465919495,0.023000000044703484,23.7590000461787
vehicle.audi.a2,vehicle1,3.7063732147216797,5.9919734568903085,1.0,0.0,0.0,3.2941257956923344,3.29412579536438,4.648277172236703e-05,-421.09783935546875,26.899982452392578,0.0006006131297908723,0.023000000044703484,23.782000046223402
vehicle.tesla.model3,vehicle2,18.804439544677734,27.65995943388076,1.0,0.0,0.0,6.223512685017635,6.223512649536133,-0.0006645593675784767,-420.2356262207031,37.399497985839844,-0.0023193357046693563,0.023000000044703484,23.805000046268106
vehicle.audi.etron,vehicle3,16.277917861938477,25.418503301046137,1.0,0.0,0.0,4.839274884281955,-4.839274883270264,9.895302355289459e-05,-321.1231689453125,5.401884078979492,179.9974822998047,0.023000000044703484,23.82800004631281
vehicle.tesla.cybertruck,vehicle4,17.64508056640625,27.06707664407027,1.0,0.0,0.0,5.862774912350034,-5.862774848937988,-0.0008622882887721062,-340.056396484375,13.002634048461914,-179.99615478515625,0.023000000044703484,23.851000046357512
vehicle.dodge.charger_police,vehicle5,15.707989692687988,25.233589774986186,1.0,0.0,0.0,4.404085707505129,-4.4040679931640625,-0.012491222470998764,-369.77081298828125,16.02243423461914,-179.77943420410156,0.023000000044703484,23.874000046402216
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,23.89700004644692
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,23.920000046491623
vehicle.mercedes.coupe_2020,vehicle0,15.117926597595215,23.129109762128607,0.0,0.0,0.20000000298023224,0.11373992382142206,0.1136116310954094,0.005400699097663164,-404.0725402832031,30.416683197021484,0.0734870657324791,0.023000000044703484,23.943000046536326
vehicle.audi.a2,vehicle1,3.787187337875366,6.079078765830742,1.0,0.0,0.0,3.5136575702596895,3.513657569885254,5.1295974117238075e-05,-421.0111999511719,26.899982452392578,0.0006070833187550306,0.023000000044703484,23.96600004658103
vehicle.tesla.model3,vehicle2,18.94744110107422,28.095750580052485,1.0,0.0,0.0,6.21745876170338,6.217458724975586,-0.0006758010713383555,-419.8009338378906,37.39948272705078,-0.0023803713265806437,0.023000000044703484,23.989000046625733
vehicle.audi.etron,vehicle3,16.388532638549805,25.795439552465407,1.0,0.0,0.0,4.809421063278507,-4.809421062469482,8.821497613098472e-05,-321.4991760253906,5.401900291442871,179.99752807617188,0.023000000044703484,24.012000046670437
vehicle.tesla.cybertruck,vehicle4,17.77972984313965,27.476010431257297,1.0,0.0,0.0,5.856140683265412,-5.856140613555908,-0.0009035802795551717,-340.4644775390625,13.002608299255371,-179.99610900878906,0.023000000044703484,24.03500004671514
vehicle.dodge.charger_police,vehicle5,15.809097290039062,25.597199013363806,1.0,0.0,0.0,4.3960423657674745,-4.396023750305176,-0.01279329415410757,-370.1336669921875,16.02102279663086,-179.77964782714844,0.023000000044703484,24.058000046759844
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,24.081000046804547
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,24.10400004684925
vehicle.mercedes.coupe_2020,vehicle0,15.104446411132812,23.476512030259883,0.0,0.0,0.20000000298023224,0.5861507435446444,-0.586136519908905,0.00408340385183692,-403.7250671386719,30.417118072509766,0.07371010631322861,0.023000000044703484,24.127000046893954
vehicle.audi.a2,vehicle1,3.8721160888671875,6.168137436047784,1.0,0.0,0.0,3.6925542358650056,3.692554235458374,5.479982428369112e-05,-420.922607421875,26.899982452392578,0.0006141100893728435,0.023000000044703484,24.150000046938658
vehicle.tesla.model3,vehicle2,19.090301513671875,28.53482751572034,1.0,0.0,0.0,6.211322345167522,6.21132230758667,-0.0006832668441347778,-419.3629455566406,37.39946746826172,-0.0023803713265806437,0.023000000044703484,24.17300004698336
vehicle.audi.etron,vehicle3,16.49846649169922,26.174904282512028,1.0,0.0,0.0,4.779649735273968,-4.77964973449707,8.617770799901336e-05,-321.8777160644531,5.401916980743408,179.99752807617188,0.023000000044703484,24.196000047028065
vehicle.tesla.cybertruck,vehicle4,17.914243698120117,27.88803803711489,1.0,0.0,0.0,5.849921304520383,-5.849921226501465,-0.0009554104181006551,-340.875732421875,13.002582550048828,-179.9960479736328,0.023000000044703484,24.219000047072768
vehicle.dodge.charger_police,vehicle5,15.910076141357422,25.963130765326262,1.0,0.0,0.0,4.390407925791396,-4.390384674072266,-0.014288755133748055,-370.4988708496094,16.01960563659668,-179.77989196777344,0.023000000044703484,24.24200004711747
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,24.265000047162175
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,24.28800004720688
vehicle.mercedes.coupe_2020,vehicle0,15.078470230102539,23.8233168462263,0.0,0.0,0.20000000298023224,1.1294026739053946,-1.1293991804122925,0.002809111727401614,-403.3781433105469,30.417558670043945,0.07383406907320023,0.023000000044703484,24.311000047251582
vehicle.audi.a2,vehicle1,3.960434675216675,6.259227433754813,1.0,0.0,0.0,3.839938402657121,3.8399384021759033,6.07922047493048e-05,-420.83203125,26.899982452392578,0.0006216570036485791,0.023000000044703484,24.334000047296286
vehicle.tesla.model3,vehicle2,19.23302459716797,28.977187082314988,1.0,0.0,0.0,6.205351391456168,6.20535135269165,-0.0006936100544407964,-418.9217224121094,37.399452209472656,-0.0024414060171693563,0.023000000044703484,24.35700004734099
vehicle.audi.etron,vehicle3,16.60772132873535,26.556881873815364,1.0,0.0,0.0,4.749878407519539,-4.749878406524658,9.72169145825319e-05,-322.2587890625,5.401933670043945,179.99754333496094,0.023000000044703484,24.380000047385693
vehicle.tesla.cybertruck,vehicle4,18.048625946044922,28.30315643468076,1.0,0.0,0.0,5.844033323925661,-5.844033241271973,-0.0009828844340518117,-341.29010009765625,13.002556800842285,-179.99600219726562,0.023000000044703484,24.403000047430396
vehicle.dodge.charger_police,vehicle5,16.01094627380371,26.331382530339493,1.0,0.0,0.0,4.385682768619125,-4.385657787322998,-0.01480268407613039,-370.8663635253906,16.01818084716797,-179.7801513671875,0.023000000044703484,24.4260000474751
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,24.449000047519803
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,24.472000047564507
vehicle.mercedes.coupe_2020,vehicle0,15.042754173278809,24.16930019288418,0.0,0.0,0.20000000298023224,1.5528728866885275,-1.5528720617294312,0.001600660034455359,-403.0320129394531,30.41799545288086,0.07386291027069092,0.023000000044703484,24.49500004760921
vehicle.audi.a2,vehicle1,4.051583290100098,6.352413849608235,1.0,0.0,0.0,3.9629831319579885,3.9629831314086914,6.598265463253483e-05,-420.7393798828125,26.899982452392578,0.0006296272040344775,0.023000000044703484,24.518000047653913
vehicle.tesla.model3,vehicle2,19.3756103515625,29.422826121267082,1.0,0.0,0.0,6.199380437686805,6.199380397796631,-0.0007032700232230127,-418.4771728515625,37.399436950683594,-0.0024414060171693563,0.023000000044703484,24.541000047698617
vehicle.audi.etron,vehicle3,16.71630096435547,26.941356796742816,1.0,0.0,0.0,4.720355988481357,-4.720355987548828,9.382821735925972e-05,-322.6423645019531,5.401949882507324,179.99754333496094,0.023000000044703484,24.56400004774332
vehicle.tesla.cybertruck,vehicle4,18.182884216308594,28.721362772468694,1.0,0.0,0.0,5.838311283502045,-5.838311195373535,-0.0010144177358597517,-341.7076416015625,13.002530097961426,-179.9959716796875,0.023000000044703484,24.587000047788024
vehicle.dodge.charger_police,vehicle5,16.111726760864258,26.70195224655962,1.0,0.0,0.0,4.381868107327149,-4.381843090057373,-0.014806894585490227,-371.2361755371094,16.01675033569336,-179.78041076660156,0.023000000044703484,24.610000047832727
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,24.63300004787743
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,24.656000047922134
vehicle.mercedes.coupe_2020,vehicle0,14.999452590942383,24.514287603146382,0.0,0.0,0.20000000298023224,1.882677490400332,-1.882677435874939,0.00045310865971259773,-402.6867980957031,30.418434143066406,0.07380397617816925,0.023000000044703484,24.679000047966838
vehicle.audi.a2,vehicle1,4.145112991333008,6.447751448594195,1.0,0.0,0.0,4.066508770573651,4.066508769989014,6.89555163262412e-05,-420.6445617675781,26.899982452392578,0.000638010271359235,0.023000000044703484,24.70200004801154
vehicle.tesla.model3,vehicle2,19.51805305480957,29.871741342400227,1.0,0.0,0.0,6.1931610515831,6.1931610107421875,-0.0007112444727681577,-418.02935791015625,37.39942169189453,-0.0025024411734193563,0.023000000044703484,24.725000048056245
vehicle.audi.etron,vehicle3,16.824207305908203,27.328313565530806,1.0,0.0,0.0,4.690916538816785,-4.690916538238525,7.365546480286866e-05,-323.02838134765625,5.401966571807861,179.99754333496094,0.023000000044703484,24.74800004810095
vehicle.tesla.cybertruck,vehicle4,18.3170223236084,29.142654286730522,1.0,0.0,0.0,5.832838147227742,-5.83283805847168,-0.0010175458155572414,-342.12823486328125,13.002500534057617,-179.99591064453125,0.023000000044703484,24.771000048145652
vehicle.dodge.charger_police,vehicle5,16.212440490722656,27.074838378570995,1.0,0.0,0.0,4.378798872636049,-4.378774642944336,-0.014566856436431408,-371.6083068847656,16.015310287475586,-179.78067016601562,0.023000000044703484,24.794000048190355
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,24.81700004823506
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,24.840000048279762
vehicle.mercedes.coupe_2020,vehicle0,14.950252532958984,24.858143412072767,0.0,0.0,0.20000000298023224,2.139133069464037,-2.1391329765319824,-0.0006305458373390138,-402.3426513671875,30.418874740600586,0.07366645336151123,0.023000000044703484,24.863000048324466
vehicle.audi.a2,vehicle1,4.240667819976807,6.545286808643234,1.0,0.0,0.0,4.154557705562281,4.154557704925537,7.273774826899171e-05,-420.547607421875,26.899982452392578,0.0006468093488365412,0.023000000044703484,24.88600004836917
vehicle.tesla.model3,vehicle2,19.66036033630371,30.3239296310141,1.0,0.0,0.0,6.1872730675535115,6.187273025512695,-0.0007212738855741918,-417.5782775878906,37.3994026184082,-0.0025024411734193563,0.023000000044703484,24.909000048413873
vehicle.audi.etron,vehicle3,16.931339263916016,27.717734369357764,1.0,0.0,0.0,4.657745362193525,-4.657745361328125,8.978658297564834e-05,-323.4168395996094,5.40198278427124,179.99754333496094,0.023000000044703484,24.932000048458576
vehicle.tesla.cybertruck,vehicle4,18.451045989990234,29.567028345325124,1.0,0.0,0.0,5.827613444921451,-5.827613353729248,-0.0010309538338333368,-342.5519714355469,13.002472877502441,-179.99588012695312,0.023000000044703484,24.95500004850328
vehicle.dodge.charger_police,vehicle5,16.313093185424805,27.450039522565017,1.0,0.0,0.0,4.376227170387274,-4.376204013824463,-0.01423643995076418,-371.9828186035156,16.01386260986328,-179.78094482421875,0.023000000044703484,24.978000048547983
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,25.001000048592687
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,25.02400004863739
vehicle.mercedes.coupe_2020,vehicle0,14.896475791931152,25.20076235595311,0.0,0.0,0.20000000298023224,2.3381196175675254,-2.3381190299987793,-0.0016575921326875687,-401.9997253417969,30.419313430786133,0.07345996052026749,0.023000000044703484,25.047000048682094
vehicle.audi.a2,vehicle1,4.337963581085205,6.645059971202116,1.0,0.0,0.0,4.230250359264544,4.230250358581543,7.60166731197387e-05,-420.4483947753906,26.899982452392578,0.0006559478933922946,0.023000000044703484,25.070000048726797
vehicle.tesla.model3,vehicle2,19.802526473999023,30.77938774080132,1.0,0.0,0.0,6.181136174632424,6.181136131286621,-0.0007320195436477661,-417.1239013671875,37.39937973022461,-0.002593994140625,0.023000000044703484,25.0930000487715
vehicle.audi.etron,vehicle3,17.037551879882812,28.109598063356707,1.0,0.0,0.0,4.620012765287272,-4.6200127601623535,0.00021761060634162277,-323.8078308105469,5.401999473571777,179.99754333496094,0.023000000044703484,25.116000048816204
vehicle.tesla.cybertruck,vehicle4,18.584880828857422,29.994480605219653,1.0,0.0,0.0,5.819818111919806,-5.819818019866943,-0.0010351144010201097,-342.97882080078125,13.002443313598633,-179.995849609375,0.023000000044703484,25.139000048860908
vehicle.dodge.charger_police,vehicle5,16.413692474365234,27.827554450209167,1.0,0.0,0.0,4.373821162334583,-4.3737993240356445,-0.013821474276483059,-372.35955810546875,16.012407302856445,-179.78121948242188,0.023000000044703484,25.16200004890561
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,25.185000048950315
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,25.208000048995018
vehicle.mercedes.coupe_2020,vehicle0,14.839154243469238,25.542062904216266,0.0,0.0,0.20000000298023224,2.492242511913597,-2.492241144180298,-0.0026110236067324877,-401.6581115722656,30.419750213623047,0.07319393008947372,0.023000000044703484,25.23100004903972
vehicle.audi.a2,vehicle1,4.436771869659424,6.747105724402622,1.0,0.0,0.0,4.296012402241831,4.2960124015808105,7.536246994277462e-05,-420.3469543457031,26.899982452392578,0.0006654306198470294,0.023000000044703484,25.254000049084425
vehicle.tesla.model3,vehicle2,19.944555282592773,31.238112513192544,1.0,0.0,0.0,6.1751656975714795,6.17516565322876,-0.0007400319445878267,-416.6662902832031,37.39936065673828,-0.002593994140625,0.023000000044703484,25.27700004912913
vehicle.audi.etron,vehicle3,17.14305305480957,28.50388828438368,1.0,0.0,0.0,4.58891487444716,-4.58891487121582,0.00017221116286236793,-324.2013244628906,5.402015686035156,179.99755859375,0.023000000044703484,25.300000049173832
vehicle.tesla.cybertruck,vehicle4,18.718515396118164,30.425006460167154,1.0,0.0,0.0,5.8120227519148955,-5.812022686004639,-0.000875296420417726,-343.40863037109375,13.00241470336914,-179.99578857421875,0.023000000044703484,25.323000049218535
vehicle.dodge.charger_police,vehicle5,16.514253616333008,28.20738228412307,1.0,0.0,0.0,4.372241251605115,-4.372223377227783,-0.012502074241638184,-372.7386779785156,16.010942459106445,-179.78150939941406,0.023000000044703484,25.34600004926324
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,25.369000049307942
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,25.392000049352646
vehicle.mercedes.coupe_2020,vehicle0,14.77910041809082,25.881982214493032,0.0,0.0,0.20000000298023224,2.611038160728298,-2.6110358238220215,-0.003493350464850664,-401.31781005859375,30.420183181762695,0.07287733256816864,0.023000000044703484,25.41500004939735
vehicle.audi.a2,vehicle1,4.536906719207764,6.851454579147216,1.0,0.0,0.0,4.3536891944829845,4.353689193725586,8.120933489408344e-05,-420.2432861328125,26.899982452392578,0.0006752306362614036,0.023000000044703484,25.438000049442053
vehicle.tesla.model3,vehicle2,20.086444854736328,31.700100745749413,1.0,0.0,0.0,6.1691117741734445,6.169111728668213,-0.0007493021548725665,-416.20538330078125,37.39934158325195,-0.0026550288312137127,0.023000000044703484,25.461000049486756
vehicle.audi.etron,vehicle3,17.247865676879883,28.900589195722958,1.0,0.0,0.0,4.558729173892081,-4.55872917175293,0.0001396553561789915,-324.59722900390625,5.402031898498535,179.99757385253906,0.023000000044703484,25.48400004953146
vehicle.tesla.cybertruck,vehicle4,18.852060317993164,30.85860384832375,1.0,0.0,0.0,5.807876664742731,-5.8078765869140625,-0.000950809451751411,-343.84149169921875,13.002384185791016,-179.99574279785156,0.023000000044703484,25.507000049576163
vehicle.dodge.charger_police,vehicle5,16.61475944519043,28.58952175210519,1.0,0.0,0.0,4.369836829293714,-4.369818687438965,-0.012591805309057236,-373.1200256347656,16.009471893310547,-179.78176879882812,0.023000000044703484,25.530000049620867
vehicle.ford.mustang,vehicle6,0.0,3.135775885854128,0.0,0.0,0.0,0.0,0.0,0.0,-384.4994812011719,-8.499999046325684,90.00000762939453,0.023000000044703484,25.55300004966557
vehicle.audi.tt,vehicle7,0.0,3.124692475048101,0.0,0.0,0.0,0.0,0.0,0.0,-380.6995544433594,-7.39999532699585,90.00000762939453,0.023000000044703484,25.576000049710274
vehicle.mercedes.coupe_2020,vehicle0,14.716950416564941,26.220472074731923,0.0,0.0,0.20000000298023224,2.702177360521428,-2.702173948287964,-0.004294287879019976,-400.9789123535156,30.420612335205078,0.07251831144094467,0.023000000044703484,25.599000049754977
vehicle.audi.a2,vehicle1,4.638216972351074,6.958133569718635,1.0,0.0,0.0,4.404793740057904,4.404793739318848,8.068941679084674e-05,-420.13720703125,26.899982452392578,0.0006853367667645216,0.023000000044703484,25.62200004979968
