actor_type,sumo_id,velocity,travelled_distance,throttle,steer,brake,acceleration,acc_x,acc_y,loc_x,loc_y,heading,time_step
vehicle.dodge.charger_police,vehicle5,0.45079997181892395,0.01036839937198758,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,0.45079997181892395,0.01036839937198758,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,0.45079997181892395,0.01036839937198758,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,0.45079997181892395,0.01036839937198758,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,0.45079997181892395,0.01036839937198758,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,0.6761999130249023,0.025920997401788826,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,0.6761999130249023,0.025920997401788826,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,0.6761999130249023,0.025920997401788826,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,0.6761999130249023,0.025920997401788826,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,0.6761999130249023,0.025920997401788826,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,0.6761999130249023,0.025920997401788826,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,0.6761999130249023,0.025920997401788826,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,0.9016000032424927,0.04665779751667082,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,0.9016000032424927,0.04665779751667082,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,0.9016000032424927,0.04665779751667082,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,0.9016000032424927,0.04665779751667082,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,0.9016000032424927,0.04665779751667082,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,0.9016000032424927,0.04665779751667082,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,0.9016000032424927,0.04665779751667082,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.127000093460083,0.07257879971663356,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.127000093460083,0.07257879971663356,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.127000093460083,0.07257879971663356,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.127000093460083,0.07257879971663356,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.127000093460083,0.07257879971663356,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.127000093460083,0.07257879971663356,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.127000093460083,0.07257879971663356,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.3524001836776733,0.10368400400167704,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.3524001836776733,0.10368400400167704,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.3524001836776733,0.10368400400167704,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.3524001836776733,0.10368400400167704,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.3524001836776733,0.10368400400167704,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.3524001836776733,0.10368400400167704,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.3524001836776733,0.10368400400167704,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.5778002738952637,0.13997341037180128,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.5778002738952637,0.13997341037180128,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.5778002738952637,0.13997341037180128,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.5778002738952637,0.13997341037180128,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.5778002738952637,0.13997341037180128,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.5778002738952637,0.13997341037180128,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.5778002738952637,0.13997341037180128,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.803200364112854,0.18144701882700626,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,1.803200364112854,0.18144701882700626,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,1.803200364112854,0.18144701882700626,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.803200364112854,0.18144701882700626,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,1.803200364112854,0.18144701882700626,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.803200364112854,0.18144701882700626,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,1.803200364112854,0.18144701882700626,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,2.0286004543304443,0.22810482936729198,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,2.0286004543304443,0.22810482936729198,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,2.0286004543304443,0.22810482936729198,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,2.0286004543304443,0.22810482936729198,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,2.0286004543304443,0.22810482936729198,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,2.0286004543304443,0.22810482936729198,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,2.0286004543304443,0.22810482936729198,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,2.254000425338745,0.2799468392508448,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,2.254000425338745,0.2799468392508448,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.audi.etron,vehicle3,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.audi.etron,vehicle3,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-298.20001220703125,5.400000095367432,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.tesla.cybertruck,vehicle4,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-315.8999938964844,13.0,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.dodge.charger_police,vehicle5,2.254000425338745,0.2799468392508448,1.0,0.0,0.0,0.0,0.0,0.0,-347.6999816894531,16.100000381469727,-179.99996948242188,0.023000000044703484
vehicle.ford.mustang,vehicle6,2.254000425338745,0.2799468392508448,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.ford.mustang,vehicle6,2.254000425338745,0.2799468392508448,0.0,0.0,0.0,0.0,0.0,0.0,-384.5,-8.5,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,2.254000425338745,0.2799468392508448,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.audi.tt,vehicle7,2.254000425338745,0.2799468392508448,0.0,0.0,0.0,0.0,0.0,0.0,-380.6999816894531,-7.399999618530273,89.99998474121094,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,2.479400634765625,0.336973053961292,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.mercedes.coupe_2020,vehicle0,2.479400634765625,0.336973053961292,1.0,0.0,0.0,0.0,0.0,0.0,-426.5,30.399999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,2.479400634765625,0.336973053961292,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.audi.a2,vehicle1,2.479400634765625,0.336973053961292,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-426.3999938964844,26.899999618530273,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,2.479400634765625,0.336973053961292,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
vehicle.tesla.model3,vehicle2,2.479400634765625,0.336973053961292,1.0,0.0,0.0,0.0,0.0,0.0,-447.1999816894531,37.400001525878906,0.0,0.023000000044703484
